User Name,Name Tag,Description
Gaurav Verma,@gauravverma935,Lockdown In Maharashtra's Thane To Start Later This Week Amid Covid Surge.
Улан Бек,@ulan_iz_Almaty,Соединенным Штатам предсказали 500 тыс. жертв COVID-19 через месяц
HLN Sport,@hlnsport,Eline Berings zwaar ontgoocheld na coronasoap op EK indoor: “Ik werd alleen nog maar aanzien als ‘Covid’”
Outremers360,@outremers360,#NouvelleCalédonie : La prolongation de l’aide liée au Covid-19 adoptée au Congrès https://bit.ly/3bw02fb
STIGMABASE | EDU,@stigmabase,"Fighting Stigma — National Guard Takes on Vaccine Stigma: NGB doesn't track how many of its troops decline COVID-19 vaccines at the national level, but Washington Adjutant General Army Maj. Gen. Bret D. http://dlvr.it/RvG1yt"
scotnews_edits,@scotnews_edits,Scotland's papers: Covid MP 'refuses to quit' and Test & Trace 'challenge' - BBC News https://bbc.co.uk/news/uk-scotland-54498227…
Kungatungan,@kungatungan,"Replying to 
@Pling77824560"
Richard Burgon MP,@RichardBurgon,"A year ago today the PM's spokesperson accepted that Covid was ""going to spread in a significant way"".

But still the PM refused to introduce social distancing or even to cancel sporting events.

Instead the PM said ""the best thing we can all do is wash our hands for 20 seconds""."
Mirza_5757,@5757Mirza,"Replying to 
@RosidinHQ"
Expresso,@expresso,Covid-19. Retoma de atividade fisica de crianças que tiveram a doença deve ser acompanhada
Vision Radio1,@VisionRadioTRV,"Sumatera Selatan berduka. Dilansir dari halaman CNBC, Bupati Ogan Komering Ulu Kuryana Aziz, yang baru dilantik menjadi bupati pekan lalu, meninggal kemarin pagi. Sebelumnya, Kuryana sempat dirawat di RS Charitas akibat terpapar virus Covid-19."
• 152 J0URS,@UneDominicaine,Imaginez le seul remède pour le Covid c’était le gingembre
The European Network - Podcasts,@EuroNetPod,"Episode three is coming soon but in the meantime, in episode two of the Moldovan Coffee Break, we meet Vasile Harghel – a medical student studying in Moldova and also working in a Covid-19 hospital ward.
#Moldova"
Effidic - Expert Data,@Effidic1,Comment Kellogg’s utilise le Machine Learning pour vendre ses céréales malgré le COVID-19
Polsek Sungai Kakap,@P_SungaiKakap,"Cegah Covid-19, Anggota jaga Regu A Polsek Sungai Kakap Bripka Eko Patroli Dialogis di Pasar Desa Sungai Kakap dan berikan Imbauan agar warga mematuhi protokol kesehatan Pencegahan Penyebaran Covid-19. 

#PolresKubuRaya 
#PolresKubuRayaBersinar 
#PoldaKalbar
#HidupSehatTerapkan5M"
Colin's tweets End-The-Lockdown #LearnToLiveWithIt,,Dad rages as school will isolate daughter unless she takes Covid test
Belinda O'Connor,@BelindaJOConnor,"To everyone speculating that Greg Hunt's admission to hospital is related to his Covid-19 vaccination 2 days ago..

Just stop.

#auspol
#vaccination"
J. M. Dueñas,@JuanMan60616396,Comprar La verdad del covid-19 en España de J. M. Dueñas en LibrosCC - Comprar Libro https://libros.cc/La-verdad-del-covid-19-en-Espana.htm?isbn=9788413748061…
ActionSA,@Action4SA,"""Extended clinic hours was an example of how healthcare can be improved for millions.

During the Covid-19 pandemic these clinics should have been the frontline."" - 
@HermanMashaba
Instead, 
@GeoffMakhubo
 and his cronies are rolling back extended hours."
EdNews,@ed_ontap,Covid in Scotland: early data eases fears over parents chatting at school gates http://ow.ly/VfTi30rzWZr | The Times
The European Network,@EuropeanNK,"Episode three is coming soon but in the meantime, in episode two of the Moldovan Coffee Break, we meet Vasile Harghel – a medical student studying in Moldova and also working in a Covid-19 hospital ward.
#Moldova"
CRFA paz y progreso,@COLVENEZOLANO,"Contra el Covid tenemos tapabocas ,contra el #MonstruoAbominable . NADA"
Mehrdad Yousefi,@MY21_Oracle,"COVID-19: Pavement licences for pubs, restaurants and cafes extended to help hospitality when it reopens | UK News | Sky News"
TagilCityRu,@tagilcity,"Еще 156 случаев коронавируса выявлено у жителей Свердловской области за сутки
156 случаев COVID-19 зафиксировано в Свердловской области за минувшие сутки, сообщает оперативный штаб региона.
https://tagilcity.ru/news/health/09-03-2021/esche-156-sluchaev-koronavirusa-vyyavleno-u-zhiteley-sverdlovskoy-oblasti-za-sutki?utm_source=twitter.com&utm_medium=social&utm_campaign=communities_1mi…"
webdo,@webdo_tn,Covid-19 : L'Agence européenne des médicaments déconseille l'approbation du vaccin russe
Ana Mata,@MataTweet,"De la fiebre y los mocos al priapismo... Anda que... Solo han sido dos casos en todo el mundo, pero a que mola el titular 
: Estudian otra posible consecuencia de la Covid: erecciones de hasta cuatro horas en hombres de más de 60 años via 
@20m"
Margret Adeyemi Johnson,@MargretAdeyemi1,"Replying to 
@DavidOyedepoMin"
Dominic Ligot,@docligot,Covid 2nd surge then Taal drama. Re-run or remake?
Rai per il Sociale,@RaiperilSociale,"In Italia 1 donna su 3 subisce violenza almeno una volta nella vita, ma non lo dice.
Con Il COVID la situazione è peggiorata ,queste donne e i loro figli sono ancora più isolate vittime di violenza domestica
#RaccoltaFondi di 
@WeWorldOnlus
#MaiPiùInvisibili
#RaiperilSociale"
tcinajeep,@tcinajeep,"Replying to 
@LD_Sceptics"
Smritilekha Jana,@JanaSmritilekha,Road Safety World Series: Sachin Tendulkar Pranks Medical Staff During Covid Test. Watch
arye kellman,@AryeKellman,"Great morning connecting with 
@Kantar_AME
's 
@ivanmoroke
 and 
@Otte_Natalie
, 
@Vodacom
's 
@AbeyMokgwatsane
 and 
@discoverRB
's Kunal Sahgal to tackle the topic ""COVID-19 has changed everything. Has your marketing plan kept up?""

View our 
@RedZoneZA
 session here:"
Giornale del Cilento,@GiornaleCilento,Sono 1.644 i nuovi positivi al Covid rilevati ieri in Campania
DLKK,@DLKK52149067,"Replying to 
@PeterDaszak
 @MariaBartiromo
 and 2 others"
bewarajabar,@bewara_jabar,Pentingnya Menerapkan Protokol Kesehatan Disaat Pandemi Covid-19
dan egg,@dan_egg,"hard to not feel hopeless living on this stupid island

our government is responsible for Europe’s highest COVID death toll... yet more popular than ever?

last night’s interview *again* highlights  institutional racism in our media & royal family, so... business as usual today?!"
Pick 4 Me,@pick_4_me,"Our Hand Operated Sanitiser Station is selling well as businesses try and maintain the good progress we are making with Covid levels. PPE and general cleanliness is very important at this time as we try to control Covid-19.

Find out more or buy online via https://pick4me.co.uk/hand-operated-sanitiser-station…"
Oskar J. Gstrein,@OskarGstrein,"Sad to see how politicized the vaccination campaigns have become; Russian Disinformation Campaign Aims to Undermine Confidence in Pfizer, Other Covid-19 Vaccines, U.S. Officials Say"
AccademiaAccoglienza,@AccAccoglienza,"Covid, turismo e ristorazione rischiano il collasso"
Ken Sweeney,@KenMSweeney,"Episode three is coming soon but in the meantime, in episode two of the Moldovan Coffee Break, we meet Vasile Harghel – a medical student studying in Moldova and also working in a Covid-19 hospital ward.
#Moldova"
Alvaro Aguiar,@infoaguiar,"De 6 a 8 DIALOGO RURAL 
@Radio_AM1430
 @oxfm883
 
Ferias hoy en Molles de 
@ValdezyCia
 e Illescas de 
@DANIELUMPIERRE1
 
Sigue firme 
@consignatarios1
 
Contacto con 
@DiarioRural610
 de 
@610Rural
 
Sigue vacunación Covid, mientras se aprontan las otras jeringas, para la aftosa
Vamos, vamos"
Aung Yair Yint,@miracleassassin,"China has been damaging myanmar and the world from background.
They have been hiding information on Covid-19 and now supporting the Coup. Shame on you China.

#WhatsHappeningInMyanmar 
#MilkTeaAllianceMyanmar
#BoycottChina"
LOTUS,@TheKikeAjala,"Why are some Christians against the Covid-19 vaccination? 

Talking about Anti-Christ and shit.... sigh"
CIPDScotland,@cipdscotland,"Just three weeks to go until the #CIPDScotConf21. Join 600+ people professionals on 30 March to explore the exciting role for our profession in making Scotland a better place to work post COVID-19. Tickets from £50.
View the programme and book your place
http://cipd.co.uk/scotconf21"
i newspaper,@theipaper,More than a third of the UK population have now had at least one dose of the Covid vaccine
"‍ INoticias.CL | noticias de
y del",@INoticias_CL," Minsal informa que sobre 4,1 millones de personas han sido vacunadas contra el covid-19 
 sigue leyendo http://INoticias.CL/detalle/422280e/422280/news… |  más #noticias en http://INoticias.CL/nacional 
 #INNoticias  #informa #millones #personas por 
@biobio"
Interfacio,@Interfacio,"Barcelona will host a 5,000-person non-socially distanced concert with Covid testing later this month.
@IQ_Mag
 features the news.

#LiveEvents #LiveSector #LiveSound #ProAudio"
Pantheon Macro,@PantheonMacro,"""China's Trade Boosted by Travel Curbs and Covid Resurgence"" 
@freyabeamish
 http://ow.ly/UXsF50DTPdG #PantheonMacro"
Khmer Times,@KhmerTimes,"Mr Hun Sen requested that social protection systems be expanded, including for the well-being of women and girls, making sure all social assistance programmes are available to them during the COVID-19 pandemic."
The Japan Times,@japantimes,Japan drugmakers struggle to keep pace in COVID-19 medicine development
Royal Pharmaceutical Society,@rpharms,"Do you want to help monitor the safety of the 
@AstraZeneca
 COVID-19 vaccine in the UK? 
@DSRUDrugSafety
 is an independent research unit and is running an online questionnaire study. You can express your interest before or after vaccination here: http://goto.dsru.org/covid"
Croydon BME Forum,@CroydonBMEForum,"MENTAL HEALTH AND COVID -19

Wednesday 10th March 2021

18:30 – 20:30

The workshop will seek to address questions around. Is the vaccince safe for those living and medicating, for mental health illness?
The impact of COVID-19 on Mental Health"
News,@poandpo,China launches COVID-19 vaccination certificates for cross-border travel https://poandpo.com/politics/china-launches-covid19-vaccination-certificates-for-crossborder-travel… #Politics http://poandpo.com #news #explore #follow 204
Enrico F,@EnricoF71,"Replying to 
@LuigiF97101292"
Abigail Thorn,@PhilosophyTube,"If I wrote and performed in a play about national decline, political radicalisation, and trans identity, and that play was on in London after COVID, would you come and see it?

Like this tweet if you actually would; I'm tryna see something"
Update News 360 English,@Updatenews360E,"#India  records 15,388 new cases and 77 deaths

#coronavirus #CoronaVirusUpdates #Covid_19 #India #people 

Read More :"
rico_j_j,@rico_j_j,"Replying to 
@Dsp503
 @nothankyou01
 and 
@hazydav"
boa.,@boatv_,covid test in 1 hour i really cba
LAS PROVINCIAS,@lasprovincias,"Este fenómeno, en combinación con los anticuerpos, los protege de desarrollar una forma grave de Covid"
Al,@Al33695397,"Replying to 
@ThatRyanChap"
PEZNARANJA,@peznaranjaTweet,Llama por teléfono antes de acudir a cualquier proveedor de servicios de salud #covid #ESMAD
stefania,@stefivecchi,"Replying to 
@agorarai
 and 
@peppeprovenzano"
Verfassungsblog,@Verfassungsblog,"Online Symposium ""Power and the COVID-19 Pandemic"":  

According to MAX STEUER, neglecting democracy considerations comes at high cost to Slovakia. #PowerandPandemic 
@reconnectEU
 @DemocracyR"
Sunrise Radio,@ThisIsSunrise,"We know that there are questions among our communities about COVID-19 vaccines. To Learn more, tune into The Shabnam Sahi on Sunrise from 9am today, when she will be joined by Dr. Raj Chandok discussing about Covid-19 vaccine.

#Covid19vaccince"
Frank Black,@luimnea,"..and right from the start, the US response to COVID was politicized."
Metro Radio News,@MetroRadioNews,"COVID-19: Pavement licences for pubs, restaurants and cafes extended to help hospitality when it reopens."
"ElⓋis
Sinosi©",@ElvisSinosic,"Replying to 
@slodge
 @AusCan531
 and 
@washingtonpost"
Syed Qamar Hasan.,@qamarhasan50,"#Aighospitals i am at the cardiology cluster. Despite chairs being marked ""Avoid sitting"" Covid social distancing nobody seems to go by rules. There is no social distancing."
Syed Qamar Hasan.,@qamarhasan50,"#AIGHospitals.
No social distancing being maintained.Its almost hour and half waiting to see doc cardio. Chairs marked"" avoid sitting"" Covid measure are occupied worse than Gov hospital."
Adnkronos,@Adnkronos,"#Covid, #Crisanti: ""Serve piano chiaro e preciso che sia l'ultimo"""
Wolverhampton & Black Country What's On,@WhatsOnWolves,"GREAT WORK: 
@SLTGetActive
 facility Portway Lifestyle Centre has now given over 20,000 individuals their first Covid jab. "
Swiss Ramble,@SwissRamble,"Replying to 
@himanshu0370"
Humassekseruway,@humassekseruway,"Personel Polsek Bendahara mensosialisasikan Tentang http://Perbub.No 30 tahun 2020 tentang penanganan Covid -19
@wahyu_widada91
@divisihumaspolri
@indonesia_police_
@polisi_peduli
@polisi_ku
@halo_polisi
@polisi_indonesia
@polripresisi
#bidhumaspoldaaceh"
Grompf,@Grompf3,"""Naaan.
Mais de toutes manières le Covid ça touche que le vieux. Ceux qui meurent c'étaient des petits vieux à bout de souffle qui y auraient passé de toutes manières dans les mois qui suivent.
Faut arrêter avec la communication anxiogène !"""
mon caillou dans la chaussure,@mon_caillou,"Replying to 
@mon_caillou
 and 
@Btk_Syk"
Rachel E Riley,@RachelRiley9,"Replying to 
@jeremycorbyn"
JOSHUA DONATION PROJECT,@seventeen_oppa,"Bayi jangan sampe positif covid deh....sedih banget beberapa hari ini nganter makan buat debay pasti dia ngerengek pengen keluar kamar bahkan sampe nangis...
 yg di luar kamar lebih gak tega kayak pengen dia keluar aja udah main lah silahkan kasian di kurung terus "
know research,@knowresearch,"Organisations need to think about employee and customer mental health as we follow the road map out of Covid restrictions.

Read more about what our clients think at
https://knowresearch.co.uk/what-happens-next/…"
Amosanda,@Eva_mar_asecas,"Me acaban de preguntar qué tal está mi padre. El Covid también tiene estas cosas, que la gente se muere y el personal no se entera porque apenas sale de casa."
Mbalienhle,@Mbalien32632343,"Replying to 
@kendallhtucker"
AlaaExpress,@alaa_express,Covid 19 10pcs Pro Cycling Mask With KN95 Filter Protective Cycling Mask Activated Carbon
oluwabunmi Amaka,@Becca_basil,"COVID-19: Nigeria threatens to ban flights from the Netherlands, UAE"
edma⁷ ⌗ yoongi day,@lustrousksj,"Replying to 
@seokjinbae04"
Nasywa,@nsywaash,Skincare pas covid cuma air mata
Pretty Albino chick,@LilySapphire3,"COVID-19: Nigeria threatens to ban flights from the Netherlands, UAE"
VNS Live,@VnsLive,"Actor Ranbir Kapoor has tested positive for coronavirus, his mother Neetu Kapoor said in an Instagram post on March 9. ""Ranbir has tested positive for COVID-19. He is on medication and recovering well,"" Neetu said.

https://vns-live.com/2021/03/09/ranbir-singh-tested-positive-for-covid19/…"
pau ♡'s lora,@overthefineline,"Replying to 
@aryisapenguin"
Eye9ja,@eye9ja,"COVID-19: Nigeria threatens to ban flights from the Netherlands, UAE"
Alessandro Riolo,@aledeniz,"Replying to 
@My_HelpingHand
 and 
@CT_Bergstrom"
RaivooNET,@RaivooNET,Kļūmes dēļ pensionārs nogādāts slimnīcā pēc divām Covid-19 vakcīnām vienā dienā
RaivooNET,@RaivooNET,Profesoram Danilānam Covid-19 sekas joprojām neļauj atgriezties ierindā
"Game
ver cheto",@_ASLO_,Bloomberg: Una empresa biofarmacéutica suiza producirá la vacuna rusa Sputnik V Covid-19 en sus instalaciones italianas.
VIDAURRE,@EdwardVidaurre,"Woke up talking and remembering I was waiting in line to speak to someone to ask for permission for something. Laughing and having a conversation with something or someone. Body aches, temperature 98. Still have sense of taste and smell. #covid"
"Jo D
#CysticFibrosisSucks",@CFcarer,Bah! Frigging Covid!
Filip Karpisek,@fkarpisek,Jako každý čínský výrobek je i covid pěknej šmejd
Be a Nice Human,@RossNorthall1,"Replying to 
@CPT_UK
 and 
@nxwestmidlands"
